PointID,Year,Site_ID_OriginalStudy,Easting,Northing,OriginalClass,ConvertedClass
117,2010,MSh2,812501.8,811119.1,Shrubland,Shrubland
118,2010,MSh3,811247.4,809960.8,Shrubland,Shrubland
119,2010,MSh4,811329.8,810042.3,Shrubland,Shrubland
120,2010,MSh5,811007,809714.8,Shrubland,Shrubland
121,2010,MSh7,809296,809124,Shrubland,Shrubland
122,2010,MSh8,835636.8,814807.2,Lowland forest,Woodland
123,2010,MSh9,835009.5,813647.5,Lowland forest,Woodland
124,2010,MSh10,834763.7,813405.4,Lowland forest,Woodland
125,2010,MSh11,837952.3,815649.1,Shrubland,Shrubland
126,2010,MSh12,837952.8,815697.4,Shrubland,Shrubland
127,2010,MSh14,838238,816166.6,Shrubland,Shrubland
128,2010,MSh15,838367.2,816614.9,Lowland forest,Woodland
129,2010,MSh16,842387.3,829862.5,Shrubland,Shrubland
130,2010,MSh17,849279.7,818791.3,Lowland forest,Woodland
131,2010,MSh18,849364.7,818125.5,Shrubland,Shrubland
132,2010,MSh19,848692.4,818580.6,Lowland forest,Woodland
133,2010,MSh21,832013.3,837936.1,Lowland forest,Woodland
134,2010,MSh22,833708,839517.6,Lowland forest,Woodland
135,2010,MSh23,819190.3,826390,Lowland forest,Woodland
136,2010,MSh24,819531,825318.8,Lowland forest,Woodland
137,2010,MSh27,819790.1,826584.1,Shrubland,Shrubland
138,2010,MSh28,818840.3,826658.9,Shrubland,Shrubland
139,2010,MSh29,820239.7,826058.8,Shrubland,Shrubland
140,2010,MSh30,820247.6,825376.2,Shrubland,Shrubland
141,2010,MSh31,820432.2,825377.9,Lowland forest,Woodland
142,2010,MSh32,827667,824145.8,Shrubland,Shrubland
143,2010,MSh33,810748.6,826323.5,Plantation or Plantation/Mixed forest,Woodland
144,2010,MSh36,814366.8,826771.8,Lowland forest,Woodland
145,2010,MSh37,813494,827915,Shrubland,Shrubland
146,2010,MSh38,841153.9,810654.7,Shrubland,Shrubland
147,2010,MSh39,841277.9,810529.3,Shrubland,Shrubland
148,2010,MSh40,841493.6,810552.6,Shrubland,Shrubland
149,2010,MSh41,840589.5,810204.3,Lowland forest,Woodland
150,2010,MSh42,840888,811165.2,Lowland forest,Woodland
151,2010,MSh43,819354.6,835348.9,Plantation or Plantation/Mixed forest,Woodland
152,2010,MSh45,841190.1,829836.2,Lowland forest,Woodland
153,2010,MSh46,841301.9,829524.9,Lowland forest,Woodland
154,2010,MSh47,841939.5,828645.9,Shrubland,Shrubland
155,2010,MSh48,840771.6,829418,Lowland forest,Woodland
156,2010,MSh50,848031.9,814756.8,Lowland forest,Woodland
157,2010,MSh51,823739.4,826735.2,Shrubland,Shrubland
158,2010,MSh52,839597.1,837007.2,Cultivation,Grassland
159,2010,MSh53,838656.7,836548.7,Plantation or Plantation/Mixed forest,Woodland
160,2010,MSh55,842534.4,843525.8,Shrubland,Shrubland
161,2010,FW1,841279.6,836936.9,Grassland,Grassland
162,2010,FW2,840667.8,836583.1,Cultivation,Grassland
163,2010,FW3,839159.8,836579.4,Freshwater/Brackish wetland,Grassland
164,2010,FW4,838947.3,835966.3,Freshwater/Brackish wetland,Grassland
165,2010,FW5,839045.6,836056.6,Freshwater/Brackish wetland,Grassland
166,2010,FW6,825696.1,839050.1,Cultivation,Grassland
167,2010,FW8,825513.9,840933.1,Other (urban or highly modified area),Built-up area
168,2010,FW9,825786,840602.4,Grassland,Grassland
169,2010,FW10,823446.6,839495.4,Freshwater/Brackish wetland,Grassland
170,2010,FW13,819622.8,836032.9,Freshwater/Brackish wetland,Grassland
171,2010,FW14,822883.6,832878,Freshwater/Brackish wetland,Grassland
172,2010,FW15,822744.8,832961.3,Freshwater/Brackish wetland,Grassland
173,2010,FW16,832154.4,842910.5,Freshwater/Brackish wetland,Grassland
174,2010,FW17,833687,843443.5,Grassland,Grassland
175,2010,FW18,834380.5,842734.5,Grassland,Grassland
176,2010,FW19,829436,841456.2,Freshwater/Brackish wetland,Grassland
177,2010,FW20,833626.7,842957.4,Cultivation,Grassland
178,2010,FW21,833769,842631.3,Freshwater/Brackish wetland,Grassland
179,2010,FW22,834144.8,842426.3,Grassland,Grassland
180,2010,FW23,833944.8,842292.8,Freshwater/Brackish wetland,Grassland
181,2010,FW24,834360.6,843540.5,Freshwater/Brackish wetland,Grassland
182,2010,FW25,831200.9,839194.4,Cultivation,Grassland
183,2010,FW26,830804.8,841843.7,Cultivation,Grassland
184,2010,FW28,831670.7,840901.3,Grassland,Grassland
185,2010,FW29,823655.1,833332,Grassland,Grassland
186,2010,FW32,826406.5,832343.9,Freshwater/Brackish wetland,Grassland
187,2010,FW33,825797.8,831980.2,Freshwater/Brackish wetland,Grassland
188,2010,FW34,826648.3,831739.2,Freshwater/Brackish wetland,Grassland
189,2010,FW35,829813.1,809797.9,Freshwater/Brackish wetland,Grassland
190,2010,FW36,829884.8,810371.3,Freshwater/Brackish wetland,Grassland
191,2010,FW39,832328,806339.9,Freshwater/Brackish wetland,Grassland
192,2010,FW40,832789.3,806859.7,Shrubland,Shrubland
193,2010,FW41,816674.2,832590.2,Other (urban or highly modified area),Built-up area
194,2010,FW42,816451.7,832070.2,Freshwater/Brackish wetland,Grassland
195,2010,FW43,816641.6,835244.5,Freshwater/Brackish wetland,Grassland
196,2010,FW44,816632.9,834987.4,Rural industrial storage/containers,Built-up area
197,2010,FW45,816729.5,834433.6,Cultivation,Grassland
198,2010,FW46,817444.8,834200.1,Other (urban or highly modified area),Built-up area
199,2010,FW47,817238,836661.8,Grassland,Grassland
200,2010,FW48,817156.4,836722.2,Grassland,Grassland
201,2010,FW49,817889.4,837053,Freshwater/Brackish wetland,Grassland
202,2010,FW52,815219.8,834636.3,Shrubland,Shrubland
203,2010,FW55,812092.7,831615,Freshwater/Brackish wetland,Grassland
204,2010,FW56,817423.5,813881.2,Freshwater/Brackish wetland,Grassland
205,2010,FW57,817642.1,814711.3,Freshwater/Brackish wetland,Grassland
206,2010,FW58,827220.1,842683.7,Freshwater/Brackish wetland,Grassland
207,2010,FW59,826553.4,843105.1,Freshwater/Brackish wetland,Grassland
208,2010,FW60,827324.4,843312.9,Freshwater/Brackish wetland,Grassland
209,2010,FW61,827504.9,842918.4,Freshwater/Brackish wetland,Grassland
210,2010,FW62,827553.3,842586.2,Freshwater/Brackish wetland,Grassland
211,2010,FW63,827091.7,842367.1,Freshwater/Brackish wetland,Grassland
212,2010,FW64,828071,842332.3,Freshwater/Brackish wetland,Grassland
213,2010,FW65,828044.8,843219.6,Freshwater/Brackish wetland,Grassland
214,2010,FW66,828594.8,843432,Freshwater/Brackish wetland,Grassland
215,2010,FW67,828839.2,843406.9,Freshwater/Brackish wetland,Grassland
216,2010,FW68,832217.5,844301.8,Other (urban or highly modified area),Built-up area
217,2010,FW69,832102,844407.2,Grassland,Grassland
218,2010,FW71,832918.4,844179,Cultivation,Grassland
219,2010,FW72,833055.1,844162.9,Freshwater/Brackish wetland,Grassland
220,2010,FW73,832990.4,844488.9,Freshwater/Brackish wetland,Grassland
221,2010,FW74,833502.2,843855.7,Freshwater/Brackish wetland,Grassland
222,2010,FW75,833238.7,843984.1,Cultivation,Grassland
223,2010,FW76,833650.5,844391.3,Grassland,Grassland
224,2010,FW77,833312.2,844409.8,Freshwater/Brackish wetland,Grassland
225,2010,FW78,833760.9,844699.6,Grassland,Grassland
226,2010,FW79,833599.6,844996.3,Other (urban or highly modified area),Built-up area
227,2010,FW80,834246.5,845041.3,Freshwater/Brackish wetland,Grassland
228,2010,FW81,834306.5,845207.7,Freshwater/Brackish wetland,Grassland
229,2010,FW82,833546.6,845641.3,Grassland,Grassland
230,2010,FW83,833725.8,845904.3,Grassland,Grassland
231,2010,FW84,833969.6,845476.3,Cultivation,Grassland
232,2010,FW85,833803,843797.4,Freshwater/Brackish wetland,Grassland
233,2010,FW86,840772.5,845346.7,Cultivation,Grassland
234,2010,FW88,840390.1,844750.6,Grassland,Grassland
235,2010,FW89,839231.9,843574.3,Freshwater/Brackish wetland,Grassland
236,2010,FW90,838472.7,843121.3,Freshwater/Brackish wetland,Grassland
237,2010,FW91,840739,842584.4,Freshwater/Brackish wetland,Grassland
238,2010,FW92,842093.2,843553.8,Freshwater/Brackish wetland,Grassland
239,2010,P1,840034.8,828656.5,Plantation or Plantation/Mixed forest,Woodland
240,2010,P2,847780.7,815029.8,Grassland,Grassland
241,2010,P3,847676.2,815065.1,Grassland,Grassland
242,2010,P4,847571.6,815168.3,Grassland,Grassland
243,2010,P5,847371.8,816073,Plantation or Plantation/Mixed forest,Woodland
244,2010,P6,823680,826252.1,Shrubland,Shrubland
245,2010,P7,823624.8,826366.2,Shrubland,Shrubland
246,2010,P8,823632,826574.9,Shrubland,Shrubland
247,2010,P9,823663.9,826663.5,Shrubland,Shrubland
248,2010,P10,823279.8,827363.5,Plantation or Plantation/Mixed forest,Woodland
249,2010,P11,823121.3,827201.4,Plantation or Plantation/Mixed forest,Woodland
250,2010,P12,822983.4,826944.2,Plantation or Plantation/Mixed forest,Woodland
251,2010,P13,823753.7,827330.1,Plantation or Plantation/Mixed forest,Woodland
252,2010,P14,823989.9,827424.2,Plantation or Plantation/Mixed forest,Woodland
253,2010,P15,824715.2,827421.8,Plantation or Plantation/Mixed forest,Woodland
254,2010,P16,824973.8,827259,Plantation or Plantation/Mixed forest,Woodland
255,2010,P17,825272.9,827512.9,Plantation or Plantation/Mixed forest,Woodland
256,2010,P18,825537.3,827800.4,Plantation or Plantation/Mixed forest,Woodland
257,2010,P19,825424,828061.8,Plantation or Plantation/Mixed forest,Woodland
258,2010,P20,828130.5,829460.3,Plantation or Plantation/Mixed forest,Woodland
259,2010,P21,827757.9,829025.3,Plantation or Plantation/Mixed forest,Woodland
260,2010,P22,827271.4,828703.5,Plantation or Plantation/Mixed forest,Woodland
261,2010,P23,827143.7,829125.3,Plantation or Plantation/Mixed forest,Woodland
262,2010,P24,826889.4,829161.3,Plantation or Plantation/Mixed forest,Woodland
263,2010,P25,826697.9,829013.6,Plantation or Plantation/Mixed forest,Woodland
