PointID,Period,RefClass,M1,M2,M3,M4,M5,M6,M7,M8,ReduceTo90,ReduceTo80,ReduceTo70,ReduceTo60,ReduceTo50,ReduceTo40,ReduceTo30,ReduceTo20,ReduceTo10,ReduceTo05,ReduceTo01
83,c1980,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
83,c1985,c5,c5,c5,c5,c5,c6,c6,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
83,c1990,c5,c5,c4,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
83,c1995,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c4,c4
83,c2000,c3,c3,c3,c3,c4,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c4,c4,c4,c4
83,c2005,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
83,c2010,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
83,c2015,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
83,c2020,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
84,c1975,c2,c2,c1,c1,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
84,c1980,c2,c2,c1,c1,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
84,c1985,c1,c1,c1,c1,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c1990,c1,c1,c1,c1,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c1995,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c2000,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c2005,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c2010,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c2015,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
84,c2020,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
85,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c2005,c3,c3,c3,c3,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
85,c2010,c3,c2,c3,c3,c2,c2,c2,c2,c3,c3,c3,c2,c2,c2,c2,c3,c3,c3,c3,c3
85,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
85,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
86,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
86,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
86,c1985,c4,c4,c4,c3,c3,c3,c3,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4
86,c1990,c4,c4,c3,c3,c3,c3,c3,c4,c3,c4,c4,c4,c4,c4,c4,c4,c4,c4,c3,c4
86,c1995,c2,c2,c2,c2,c2,c1,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3,c3,c1
86,c2000,c2,c1,c2,c2,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c2,c1,c1,c2,c1,c1
86,c2005,c2,c1,c2,c2,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c2,c1,c1,c1,c1
86,c2010,c1,c1,c2,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
86,c2015,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
86,c2020,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c2,c1,c1
87,c1975,c3,c3,c3,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c2005,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c2010,c3,c3,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c2,c2,c2
87,c2015,c3,c3,c3,c3,c3,c3,c2,c1,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
87,c2020,c3,c3,c3,c3,c3,c3,c2,c1,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
88,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
88,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
88,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
88,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
88,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
88,c2000,c3,c2,c3,c3,c3,c3,c3,c2,c2,c2,c2,c2,c2,c3,c2,c2,c3,c3,c3,c3
88,c2005,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
88,c2010,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
88,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
88,c2020,c2,c2,c3,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
89,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
89,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
89,c1985,c2,c2,c2,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
89,c1990,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
89,c1995,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
89,c2000,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
89,c2005,c2,c1,c2,c2,c1,c2,c2,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c2,c1
89,c2010,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
89,c2015,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
89,c2020,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
90,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c2005,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
90,c2010,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c2,c2,c3,c3,c3
90,c2015,c2,c2,c2,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
90,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c1975,c2,c2,c3,c3,c3,c3,c3,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c1980,c2,c2,c2,c2,c3,c3,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c1985,c2,c2,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c1990,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c1995,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c2000,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3
91,c2005,c2,c2,c3,c3,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3,c3,c3
91,c2010,c2,c2,c3,c3,c2,c3,c3,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c3,c3,c3
91,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
91,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
92,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
92,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
92,c1985,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
92,c1990,c3,c5,c5,c2,c2,c2,c2,c5,c2,c5,c5,c5,c5,c5,c5,c5,c5,c5,c2,c2
92,c1995,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
92,c2000,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
92,c2005,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
92,c2010,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
92,c2015,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
92,c2020,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
93,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
93,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
93,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
93,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
93,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
93,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
93,c2005,c3,c2,c2,c2,c3,c3,c3,c3,c2,c2,c2,c2,c2,c2,c2,c3,c3,c3,c3,c2
93,c2010,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
93,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
93,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
94,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c4,c3,c3,c3
94,c1980,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
94,c1985,c4,c3,c3,c3,c3,c3,c3,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
94,c1990,c4,c3,c3,c3,c3,c3,c3,c4,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
94,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
94,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
94,c2005,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
94,c2010,c2,c2,c2,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3,c2,c3,c2
94,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
94,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
95,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
95,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
95,c1985,c3,c3,c3,c3,c3,c2,c3,c3,c3,c2,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3
95,c1990,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4
95,c1995,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4,c4
95,c2000,c4,c3,c4,c4,c4,c4,c4,c4,c3,c3,c3,c4,c3,c4,c4,c4,c4,c4,c4,c4
95,c2005,c3,c3,c3,c3,c3,c3,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
95,c2010,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c2,c3,c3,c3,c3
95,c2015,c2,c2,c3,c3,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3
95,c2020,c2,c2,c3,c3,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3
96,c1975,c3,c3,c4,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
96,c1980,c3,c3,c4,c4,c3,c3,c3,c3,c4,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
96,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
96,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
96,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
96,c2000,c3,c3,c3,c3,c3,c2,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c2,c3,c2
96,c2005,c3,c3,c3,c3,c3,c2,c2,c3,c3,c3,c3,c3,c3,c3,c3,c2,c2,c2,c2,c2
96,c2010,c3,c3,c3,c3,c2,c2,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c2,c2
96,c2015,c3,c2,c3,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3,c2,c3
96,c2020,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c3,c2,c3
97,c1975,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c1980,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c1985,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c1990,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c1995,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c2000,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c2005,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c2010,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c2015,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
97,c2020,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6,c6
98,c1975,c5,c5,c5,c5,c5,c5,c5,c4,c5,c5,c4,c4,c5,c5,c5,c5,c5,c5,c5,c5
98,c1980,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c1985,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c1990,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c1995,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c2000,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c2005,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c2010,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c2015,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
98,c2020,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
99,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c2005,c3,c3,c3,c3,c5,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c2010,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c2015,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
99,c2020,c3,c5,c3,c5,c5,c3,c3,c3,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5,c5
100,c1975,c3,c3,c5,c6,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
100,c1980,c3,c3,c3,c6,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
100,c1985,c2,c2,c6,c6,c2,c2,c6,c3,c6,c2,c2,c2,c2,c2,c2,c6,c6,c6,c6,c6
100,c1990,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
100,c1995,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
100,c2000,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
100,c2005,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
100,c2010,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
100,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
100,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
101,c1975,c2,c3,c4,c3,c3,c3,c4,c3,c4,c4,c4,c4,c4,c4,c3,c4,c4,c3,c3,c3
101,c1980,c2,c2,c2,c3,c3,c3,c3,c3,c3,c2,c2,c2,c2,c2,c3,c3,c3,c3,c3,c3
101,c1985,c2,c2,c2,c2,c2,c2,c2,c2,c1,c2,c2,c2,c2,c2,c1,c1,c1,c1,c1,c1
101,c1990,c2,c2,c2,c2,c2,c1,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
101,c1995,c1,c1,c2,c1,c2,c1,c1,c2,c1,c1,c1,c2,c2,c2,c2,c2,c2,c2,c2,c2
101,c2000,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c2,c2,c2
101,c2005,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c2,c1
101,c2010,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
101,c2015,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
101,c2020,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
102,c1975,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
102,c1980,c3,c3,c3,c3,c3,c3,c3,c3,c2,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
102,c1985,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
102,c1990,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
102,c1995,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3,c3
102,c2000,c3,c3,c3,c3,c3,c3,c3,c3,c2,c3,c3,c2,c2,c2,c3,c3,c3,c3,c3,c3
102,c2005,c3,c2,c3,c3,c3,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c3,c3,c3
102,c2010,c2,c2,c2,c2,c2,c2,c2,c2,c3,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
102,c2015,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
102,c2020,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2
103,c1975,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c1,c2,c2,c2
103,c1980,c2,c2,c1,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c2,c1,c2,c2,c2
103,c1985,c2,c1,c2,c1,c2,c2,c2,c2,c1,c1,c1,c1,c1,c1,c2,c1,c1,c2,c1,c1
103,c1990,c2,c1,c2,c2,c2,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
103,c1995,c2,c1,c1,c2,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
103,c2000,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
103,c2005,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
103,c2010,c1,c1,c2,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1
103,c2015,c1,c1,c1,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c2
103,c2020,c1,c1,c2,c2,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c1,c2
104,c1975,c3,c2,c2,c2,c2,c2,c2,c2,c3,c2,c2,c2,c3,c2,c3,c2,c2,c2,c2,c2
